priority	match_kind	record_id	original	current_edition	proposed_edition	changes	authority	translation
C	token older exact	v94-diccionario-global-snp:012315	nekiltiya!	nequiltiya!	nequiltia!	nequiltiya>nequiltia (-tiya>-tia,-iya>-ia)	nequiltia: 1571 Molina 2:3 | 1780 ? Bnf_361:3 | 153? Trilingüe:2 | 1571 Molina 1:2 | 1765 Cortés y Zedeño:2	fórmula de saludo con respeto
C	token older exact	v94-diccionario-global-snp:012593	nepantajtij!	nepantlati!	nepantlatli!	nepantlati>nepantlatli (insert l after t)	nepantlatli: 1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	saludo (de las 9 a las 12 horas). saludo inicial femenino. (cierta parte del día, el medio día?, nombre)
C	token older exact	v94-diccionario-global-snp:012705	neteuilis tein mochiuak itech nochi taltikpak	netehuiliztli tlein Mochihuac itech Nochi tlalticpac	netlehuiliztli tlein Mochihuac itech Nochi tlalticpac	netehuiliztli>netlehuiliztli (insert l after t)	netlehuiliztli: 1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	guerra mundial (lit. guerar que ocurrió en toda la tierra)
C	token older exact	v94-diccionario-global-snp:013372	ojpatika neteuilis itech nochi taltikpak	opatica Netehuiliztli itech Nochi tlalticpac	opatica netlehuiliztli itech Nochi tlalticpac	Netehuiliztli>netlehuiliztli (insert l after t)	netlehuiliztli: 1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	segunda guerra mundial
C	token older exact	v94-diccionario-global-snp:013399	ojti chijchiujkej	oti chichiuhque	otli chichiuhque	oti>otli (insert l after t)	otli: 1571 Molina 1:15 | 1571 Molina 2:10 | 1780 ? Bnf_361:8 | 1580 CF Index:5 | 153? Trilingüe:4	constructor de carreteras
C	token older exact	v94-diccionario-global-snp:013400	ojti kampa ojtokaj teposmej	oti campa otoca tepozme	otli campa otoca tepozme	oti>otli (insert l after t)	otli: 1571 Molina 1:15 | 1571 Molina 2:10 | 1780 ? Bnf_361:8 | 1580 CF Index:5 | 153? Trilingüe:4	carretera
C	token older exact	v94-diccionario-global-snp:013401	ojti para in tapialmej	oti para in tlapiyalme	otli para in tlapiyalme	oti>otli (insert l after t)	otli: 1571 Molina 1:15 | 1571 Molina 2:10 | 1780 ? Bnf_361:8 | 1580 CF Index:5 | 153? Trilingüe:4	camino de herradura (lit. camino para animales)
C	token older exact	v94-diccionario-global-snp:013402	ojti patauak	oti patahuac	otli patlahuac	oti>otli (insert l after t); patahuac>patlahuac (insert l after t)	otli: 1571 Molina 1:15 | 1571 Molina 2:10 | 1780 ? Bnf_361:8 | 1580 CF Index:5 | 153? Trilingüe:4 | patlahuac: 1551-95 Documentos nahuas de la Ciudad de México:12 | 1780 ? Bnf_361:6 | 1571 Molina 1:5 | 1580 CF Index:3 | 1611 Arenas:3	carretera
C	token older exact	v94-diccionario-global-snp:013534	oksekin tein nemiyaj itech itonaluan	occequin tlein nemiya itech itonalhuan	occequin tlein nemia itech itonalhuan	nemiya>nemia (-iya>-ia)	nemia: 1580 CF Index:2 | 17?? Bnf_362:1	su generación (lit. otros u otras personas que vivían en sus días o en su tiempo)
C	token older exact	v94-diccionario-global-snp:013686	ome panti tapoual	ome panti tlapohualli	ome pantli tlapohualli	panti>pantli (insert l after t,original:insert l after t)	pantli: 153? Trilingüe:1	a las dos (de la madrugada o de la tarde). dos horas
C	token older exact	v94-diccionario-global-snp:013687	ome panti	ome panti	ome pantli	panti>pantli (insert l after t,original:insert l after t)	pantli: 153? Trilingüe:1	dos pares
C	token older exact	v94-diccionario-global-snp:013690	ome taktson uan chiknauipoual majtak	ome tlactzon huan chicnahuipohualli matac	ome tlactzon huan chicnahuipohualli matlac	matac>matlac (insert l after t)	matlac: 1571 Molina 2:10 | 17?? Bnf_362bis:2 | 153? Trilingüe:1 | 1551-95 Documentos nahuas de la Ciudad de México:1 | 1580 CF Index:1	novecientos noventa
C	token older exact	v94-diccionario-global-snp:013719	omepoual uan majtak	omepohualli huan matac	omepohualli huan matlac	matac>matlac (insert l after t)	matlac: 1571 Molina 2:10 | 17?? Bnf_362bis:2 | 153? Trilingüe:1 | 1551-95 Documentos nahuas de la Ciudad de México:1 | 1580 CF Index:1	cincuenta
C	token older exact	v94-diccionario-global-snp:013735	ometika metsti	ometica metzti	ometica metztli	metzti>metztli (insert l after t)	metztli: 1571 Molina 1:43 | 1571 Molina 2:25 | 1780 ? Bnf_361:15 | 153? Trilingüe:11 | 1765 Cortés y Zedeño:7	febrero (lit. segundo mes)
C	token older exact	v94-diccionario-global-snp:014016	pajpata itesyo	papata itezyo	papatla itezyo	papata>papatla (insert l after t)	papatla: 1571 Molina 1:5 | 1765 Cortés y Zedeño:5 | 1571 Molina 2:4 | 1780 ? Bnf_361:4 | 1580 CF Index:1	camote de plátano
C	token older exact	v94-diccionario-global-snp:014289	panoltiliya esti	panoltilia ezti	panoltilia eztli	ezti>eztli (insert l after t)	eztli: 1571 Molina 1:7 | 1571 Molina 2:5 | 1629 Alarcón:4 | 17?? Bnf_362:4 | 1780 ? Bnf_361:3	vr. recibir una transfusión de sangre (lit. transferirse sangre)
C	token older exact	v94-diccionario-global-snp:014389	panti soldados	panti zoldadoz	pantli zoldadoz	panti>pantli (insert l after t,original:insert l after t)	pantli: 153? Trilingüe:1	ejército
C	token older exact	v94-diccionario-global-snp:014390	panti tilmaj	panti tilma	pantli tilma	panti>pantli (insert l after t,original:insert l after t)	pantli: 153? Trilingüe:1	muda de ropa
C	token older exact	v94-diccionario-global-snp:014529	patauak ojti	patahuac oti	patlahuac otli	patahuac>patlahuac (insert l after t); oti>otli (insert l after t)	patlahuac: 1551-95 Documentos nahuas de la Ciudad de México:12 | 1780 ? Bnf_361:6 | 1571 Molina 1:5 | 1580 CF Index:3 | 1611 Arenas:3 | otli: 1571 Molina 1:15 | 1571 Molina 2:10 | 1780 ? Bnf_361:8 | 1580 CF Index:5 | 153? Trilingüe:4	carretera (lit. ancho camino)
C	token older exact	v94-diccionario-global-snp:014537	pati mixti	pati mixti	pati mixtli	mixti>mixtli (insert l after t,original:insert l after t)	mixtli: 1571 Molina 1:5 | 1571 Molina 2:3 | 1580 CF Index:2 | 153? Trilingüe:1 | 1547 Olmos_G:1	vi. deshacerse o levantarse la neblina (cuando se va aclarando)
C	token older exact	v94-diccionario-global-snp:014712	petat gabán	petatl gabán	petlatl gabán	petatl>petlatl (insert l after t)	petlatl: 1547 Olmos_G:3 | 153? Trilingüe:2 | 1571 Molina 1:2 | 1551-95 Documentos nahuas de la Ciudad de México:1 | 1571 Molina 2:1	cotón de petate
C	token older exact	v94-diccionario-global-snp:014730	peua tatotoniya ya	pehua tlatotoniya ya	pehua tlatotonia ya	tlatotoniya>tlatotonia (-iya>-ia)	tlatotonia: 1580 CF Index:2 | 153? Trilingüe:1 | 1547 Olmos_V ?:1 | 1565 Sahagún Escolios:1 | 1571 Molina 1:1	primavera (lit. comienza a hacer calor ya)
C	token older exact	v94-diccionario-global-snp:015061	pitsauak kuitaxkol	pitzahuac cuitaxcolli	pitzahuac cuitlaxcolli	cuitaxcolli>cuitlaxcolli (insert l after t)	cuitlaxcolli: 1571 Molina 1:3 | 1571 Molina 2:3 | 1580 CF Index:3 | 1765 Cortés y Zedeño:3 | 153? Trilingüe:2	intestino delgado
C	token older exact	v94-diccionario-global-snp:015239	poliui metsti	polihui metzti	polihui metztli	metzti>metztli (insert l after t)	metztli: 1571 Molina 1:43 | 1571 Molina 2:25 | 1780 ? Bnf_361:15 | 153? Trilingüe:11 | 1765 Cortés y Zedeño:7	vi. haber luna nueva, estar la luna nueva
C	token older exact	v94-diccionario-global-snp:015688	se metsti agosto, 2012	ce metzti agozto, 2012	ce metztli agozto, 2012	metzti>metztli (insert l after t)	metztli: 1571 Molina 1:43 | 1571 Molina 2:25 | 1780 ? Bnf_361:15 | 153? Trilingüe:11 | 1765 Cortés y Zedeño:7	uno de agosto de 2012
C	token older exact	v94-diccionario-global-snp:015697	se panti	ce panti	ce pantli	panti>pantli (insert l after t,original:insert l after t)	pantli: 153? Trilingüe:1	un par
C	token older exact	v94-diccionario-global-snp:015703	se taktson uan majtakpoual	ce tlactzon huan matacpohualli	ce tlactzon huan matlacpohualli	matacpohualli>matlacpohualli (insert l after t)	matlacpohualli: 1611 Arenas:7 | 153? Trilingüe:5 | 1571 Molina 2:3 | 1551-95 Documentos nahuas de la Ciudad de México:2 | 1571 Molina 1:1	seiscientos
C	token older exact	v94-diccionario-global-snp:015719	se tonaltiya	ce tonaltiya	ce tonaltia	tonaltiya>tonaltia (-tiya>-tia,-iya>-ia,original:-tiya>-tia+-iya>-ia)	tonaltia: 1571 Molina 1:1 | 1629 Alarcón:1 | 1765 Cortés y Zedeño:1 | 1780 ? Bnf_361:1	vi. tardar un día (p.e. para hacer una actividad)
C	token older exact	v94-diccionario-global-snp:015720	se tsonti tatamachiuj ipan in ueyimolonapan	ce tzonti tlatamachiuh ipan in hueyimolonapan	ce tzontli tlatamachiuh ipan in hueyimolonapan	tzonti>tzontli (insert l after t)	tzontli: 1571 Molina 1:4 | 1571 Molina 2:3 | 1765 Cortés y Zedeño:3 | 153? Trilingüe:2 | 1580 CF Index:2	cuatrocientos metros sobre el nivel del mar. (lit. cuatrocientos metros sobre el mar)
C	token older exact	v94-diccionario-global-snp:015721	se tsonti uan makuilpoual	ce tzonti huan macuilpohualli	ce tzontli huan macuilpohualli	tzonti>tzontli (insert l after t)	tzontli: 1571 Molina 1:4 | 1571 Molina 2:3 | 1765 Cortés y Zedeño:3 | 153? Trilingüe:2 | 1580 CF Index:2	quinientos
C	token older exact	v94-diccionario-global-snp:015722	se tsonti	ce tzonti	ce tzontli	tzonti>tzontli (insert l after t)	tzontli: 1571 Molina 1:4 | 1571 Molina 2:3 | 1765 Cortés y Zedeño:3 | 153? Trilingüe:2 | 1580 CF Index:2	cuatrocientos
C	token older exact	v94-diccionario-global-snp:015725	se ueyi panti	ce hueyi panti	ce hueyi pantli	panti>pantli (insert l after t,original:insert l after t)	pantli: 153? Trilingüe:1	una gran parte de. un regimiento (de soldados)
C	token older exact	v94-diccionario-global-snp:015823	selik metsti	celic metzti	celic metztli	metzti>metztli (insert l after t)	metztli: 1571 Molina 1:43 | 1571 Molina 2:25 | 1780 ? Bnf_361:15 | 153? Trilingüe:11 | 1765 Cortés y Zedeño:7	luna nueva. luna creciente, pocos días después de la luna nueva (lit. luna tierna)
C	token older exact	v94-diccionario-global-snp:015879	semi amo teyi kualtiya	cemi amo teyi cualtiya	cemi amo teyi cualtia	cualtiya>cualtia (-tiya>-tia,-iya>-ia)	cualtia: 1547 Olmos_G:3 | 1645 Carochi:2 | 1759 Paredes:2 | 1780 Clavijero:2 | 1551-95 Documentos nahuas de la Ciudad de México:1	vi. valer muy poco (p.e. como persona)
C	token older exact	v94-diccionario-global-snp:015935	sempoual uan majtak	cempohualli huan matac	cempohualli huan matlac	matac>matlac (insert l after t)	matlac: 1571 Molina 2:10 | 17?? Bnf_362bis:2 | 153? Trilingüe:1 | 1551-95 Documentos nahuas de la Ciudad de México:1 | 1580 CF Index:1	treinta
C	token older exact	v94-diccionario-global-snp:016531	sinti tapixkal	cinti tlapixcalli	cintli tlapixcalli	cinti>cintli (insert l after t)	cintli: 1580 CF Index:3 | 153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1611 Arenas:1	mazorca de maíz
C	token older exact	v94-diccionario-global-snp:017378	tajko metsti agosto	tlaco metzti agozto	tlaco metztli agozto	metzti>metztli (insert l after t)	metztli: 1571 Molina 1:43 | 1571 Molina 2:25 | 1780 ? Bnf_361:15 | 153? Trilingüe:11 | 1765 Cortés y Zedeño:7	15 de agosto (lit. en medio del mes de agosto)
C	token older exact	v94-diccionario-global-snp:017379	tajko metsti	tlaco metzti	tlaco metztli	metzti>metztli (insert l after t)	metztli: 1571 Molina 1:43 | 1571 Molina 2:25 | 1780 ? Bnf_361:15 | 153? Trilingüe:11 | 1765 Cortés y Zedeño:7	luna en cuarto creciente
C	token older exact	v94-diccionario-global-snp:018776	tamachiuj naui tsonti	tlamachiuh nahui tzonti	tlamachiuh nahui tzontli	tzonti>tzontli (insert l after t)	tzontli: 1571 Molina 1:4 | 1571 Molina 2:3 | 1765 Cortés y Zedeño:3 | 153? Trilingüe:2 | 1580 CF Index:2	cuatro kilómetros (lit. medida cuatro mil)
C	token older exact	v94-diccionario-global-snp:018778	tamachiuj tsonti	tlamachiuh tzonti	tlamachiuh tzontli	tzonti>tzontli (insert l after t)	tzontli: 1571 Molina 1:4 | 1571 Molina 2:3 | 1765 Cortés y Zedeño:3 | 153? Trilingüe:2 | 1580 CF Index:2	un kilómetro (lit. medida mil)
C	token older exact	v94-diccionario-global-snp:019700	tanti axoj	tlanti axo	tlantli axo	tlanti>tlantli (insert l after t)	tlantli: 153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1611 Arenas:1	diente de ajo
C	token older exact	v94-diccionario-global-snp:019953	tapataua!	tlapatahua!	tlapatlahua!	tlapatahua>tlapatlahua (insert l after t)	tlapatlahua: 1580 CF Index:2 | 1571 Molina 2:1	¡que se vaya!
C	token older exact	v94-diccionario-global-snp:020407	tata!	tlata!	tlatla!	tlata>tlatla (insert l after t)	tlatla: 1571 Molina 1:5 | 1765 Cortés y Zedeño:3 | 1780 ? Bnf_361:3 | 1547 Olmos_V ?:2 | 1571 Molina 2:2	¡señor!
C	token older exact	v94-diccionario-global-snp:020419	tataj ueyi	tlata hueyi	tlatla hueyi	tlata>tlatla (insert l after t)	tlatla: 1571 Molina 1:5 | 1765 Cortés y Zedeño:3 | 1780 ? Bnf_361:3 | 1547 Olmos_V ?:2 | 1571 Molina 2:2	abuelo
C	token older exact	v94-diccionario-global-snp:020473	tatak xiuit	tlatac xihuitl	tlatlac xihuitl	tlatac>tlatlac (insert l after t)	tlatlac: 1571 Molina 1:3 | 1571 Molina 2:3 | 1780 ? Bnf_361:3 | 1580 CF Index:1 | 17?? Bnf_362:1	planta (euphorbia heterophylla) de la familia euphorbiaceae, se llama así por las manchas negras, como quemaduras, que tienen las hojas, se da en la milpa y se usa para tratar los granos
C	token older exact	v94-diccionario-global-snp:020581	tatan ipiltsin	tlatan ipiltzin	tlatlan ipiltzin	tlatan>tlatlan (insert l after t)	tlatlan: 1580 CF Index:1	segundo tenamaste que se coloca hacia el sur
C	token older exact	v94-diccionario-global-snp:020582	tatan talokan	tlatan tlalocan	tlatlan tlalocan	tlatan>tlatlan (insert l after t)	tlatlan: 1580 CF Index:1	padre de talokan
C	token older exact	v94-diccionario-global-snp:020793	tatelchiual!	tlatelchihual!	tlatelchihualli!	tlatelchihual>tlatelchihualli (-al>-alli,-l>-lli)	tlatelchihualli: 1571 Molina 1:5 | 1780 ? Bnf_361:4 | 17?? Bnf_362:2 | 153? Trilingüe:1 | 1571 Molina 2:1	¡desgraciado! (insulto dirigido a personas que hacen travesuras)
C	token older exact	v94-diccionario-global-snp:020843	tateno	tlateno	tlatleno	tlateno>tlatleno (insert l after t)	tlatleno: 1765 Cortés y Zedeño:1	en la orilla
C	token older exact	v94-diccionario-global-snp:020845	tatenoj	tlateno	tlatleno	tlateno>tlatleno (insert l after t)	tlatleno: 1765 Cortés y Zedeño:1	margen. borde de un objeto (p.e. de una mesa, el techo de una casa, de un terreno, etc.). orilla (de un espacio o sitio). abismo, barranco. en la orilla, a la orilla, en el borde, por el borde (adv.)
C	token older exact	v94-diccionario-global-snp:021481	taxkal tateuats	tlaxcalli tlatehuatztli	tlaxcalli tlatlehuatztli	tlatehuatztli>tlatlehuatztli (insert l after t)	tlatlehuatztli: 153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	tortilla tostada
C	token older exact	v94-diccionario-global-snp:021554	taxtauilis	tlaxtahuiliztli	tlaxtlahuiliztli	tlaxtahuiliztli>tlaxtlahuiliztli (insert l after t)	tlaxtlahuiliztli: 1571 Molina 1:1	acción de pagar
C	token older exact	v94-diccionario-global-snp:021556	taxtauiya itonal	tlaxtahuia itonalli	tlaxtlahuia itonalli	tlaxtahuia>tlaxtlahuia (insert l after t)	tlaxtlahuia: 1571 Molina 1:5 | 1780 ? Bnf_361:5 | 153? Trilingüe:4 | 1611 Arenas:4 | 1765 Cortés y Zedeño:3	vt. pagar su salario
C	token older exact	v94-diccionario-global-snp:021924	tein amo kipiya miak esti	tlein amo quipiya miac ezti	tlein amo quipiya miac eztli	ezti>eztli (insert l after t)	eztli: 1571 Molina 1:7 | 1571 Molina 2:5 | 1629 Alarcón:4 | 17?? Bnf_362:4 | 1780 ? Bnf_361:3	anémico (lit. el que no tiene mucha sangre)
C	token older exact	v94-diccionario-global-snp:021948	tein amo teyi kualtiya	tlein amo tleyi cualtiya	tlein amo tleyi cualtia	cualtiya>cualtia (-tiya>-tia,-iya>-ia)	cualtia: 1547 Olmos_G:3 | 1645 Carochi:2 | 1759 Paredes:2 | 1780 Clavijero:2 | 1551-95 Documentos nahuas de la Ciudad de México:1	inútil (lit. que nada vale)
C	token older exact	v94-diccionario-global-snp:022080	tein motamachtia itech taneltokalis	tlein motamachtia itech tlaneltocaliztli	tlein motlamachtia itech tlaneltocaliztli	motamachtia>motlamachtia (insert l after t,original:insert l after t)	motlamachtia: 1571 Molina 1:1 | 1580 CF Index:1	doctrina religiosa (lit. lo que se enseña en la religión)
C	token older exact	v94-diccionario-global-snp:022459	tekiuaj juez	tequihua uez	tequihua huez	uez>huez (initial u>hu)	huez: 1547 Olmos_V ?:1	juez
C	token older exact	v94-diccionario-global-snp:022631	tekui mayanalis	tecui mayanaliztli	tlecui mayanaliztli	tecui>tlecui (insert l after t)	tlecui: 1580 CF Index:1 | 1645 Carochi:1	vi. provocar el apetito
C	token older exact	v94-diccionario-global-snp:023576	tepajtijkej den tanti	tepatique den tlanti	tepatique den tlantli	tlanti>tlantli (insert l after t)	tlantli: 153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1611 Arenas:1	dentista
C	token older exact	v94-diccionario-global-snp:023702	tepetitan tsitsikitsin	tepetitan tzitziquitzin	tepetitlan tzitziquitzin	tepetitan>tepetitlan (insert l after t,original:insert l after t)	tepetitlan: 1580 CF Index:1	localidad de tepetitan chico
C	token older exact	v94-diccionario-global-snp:023803	tepos tein pajpatani	tepoz tlein papatani	tepoz tlein papatlani	papatani>papatlani (insert l after t)	papatlani: 1580 CF Index:1	avión (lit. aparato que vuela)
C	token older exact	v94-diccionario-global-snp:023804	tepos tein patani	tepoz tlein patani	tepoz tlein patlani	patani>patlani (insert l after t,original:insert l after t)	patlani: 153? Trilingüe:4 | 1571 Molina 1:3 | 1571 Molina 2:3 | 1780 ? Bnf_361:3 | 1580 CF Index:2	avión (lit. aparato que vuela)
C	token older exact	v94-diccionario-global-snp:023806	tepos tein taseseliya oso takauantiya	tepoz tlein tlaceceliya ozo tlacahuantia	tepoz tlein tlacecelia ozo tlacahuantia	tlaceceliya>tlacecelia (-iya>-ia)	tlacecelia: 1580 CF Index:1	aire acondicionado, aparato de aire acondicionado (lit. aparato que enfría o calienta)
C	token older exact	v94-diccionario-global-snp:024095	tetapouiya (1/2)	tetapohuia (1/2)	tetlapohuia (1/2)	tetapohuia>tetlapohuia (insert l after t)	tetlapohuia: 1580 CF Index:1	vt. contar algo a alguien. contar algo a la gente, narrar algo a las personas, proclamar algo a la gente. difundir una noticia. anunciar algo. divulgar algo. predicar o proclamar algo. hablar a la gente de alguien. dar razón de algo. dar testimonio a la gente de algo. difundir una noticia sobre algo
C	token older exact	v94-diccionario-global-snp:024096	tetapouiya (2/2)	tetapohuia (2/2)	tetlapohuia (2/2)	tetapohuia>tetlapohuia (insert l after t)	tetlapohuia: 1580 CF Index:1	vr. decirse, contarse algo (p.e. una noticia) entre la gente. correrse la voz. vi. narrar a la gente. testificar. contar a la gente
C	token older exact	v94-diccionario-global-snp:025155	tomauak kuitaxkol	tomahuac cuitaxcolli	tomahuac cuitlaxcolli	cuitaxcolli>cuitlaxcolli (insert l after t)	cuitlaxcolli: 1571 Molina 1:3 | 1571 Molina 2:3 | 1580 CF Index:3 | 1765 Cortés y Zedeño:3 | 153? Trilingüe:2	intestino grueso
C	token older exact	v94-diccionario-global-snp:025218	tonal tatanilis	tonalli tlataniliztli	tonalli tlatlaniliztli	tlataniliztli>tlatlaniliztli (insert l after t)	tlatlaniliztli: 153? Trilingüe:2 | 1765 Cortés y Zedeño:2	jornal, ganancia de un día
C	token older exact	v94-diccionario-global-snp:025219	tonal taxtauil	tonalli tlaxtahuilli	tonalli tlaxtlahuilli	tlaxtahuilli>tlaxtlahuilli (insert l after t)	tlaxtlahuilli: 1780 ? Bnf_361:6 | 1571 Molina 1:5 | 1571 Molina 2:2 | 1580 CF Index:1 | 1611 Arenas:1	jornal, pago por un día
C	token older exact	v94-diccionario-global-snp:025650	tsakuiliya in esti	tzacuilia in ezti	tzacuilia in eztli	ezti>eztli (insert l after t)	eztli: 1571 Molina 1:7 | 1571 Molina 2:5 | 1629 Alarcón:4 | 17?? Bnf_362:4 | 1780 ? Bnf_361:3	vt. detener o contener una hemorragia
C	token older exact	v94-diccionario-global-snp:026907	ueyi ixtauat	hueyi ixtahuatl	hueyi ixtlahuatl	ixtahuatl>ixtlahuatl (insert l after t)	ixtlahuatl: 1580 CF Index:6 | 1571 Molina 1:5 | 153? Trilingüe:3 | 1780 ? Bnf_361:2 | 1571 Molina 2:1	potrero grande
C	token older exact	v94-diccionario-global-snp:026930	ueyi ojti	hueyi oti	hueyi otli	oti>otli (insert l after t)	otli: 1571 Molina 1:15 | 1571 Molina 2:10 | 1780 ? Bnf_361:8 | 1580 CF Index:5 | 153? Trilingüe:4	calle. avenida. camino grande, carretera
C	token older exact	v94-diccionario-global-snp:027239	uijuitatinemi	huihuitatinemi	huihuitlatinemi	huihuitatinemi>huihuitlatinemi (insert l after t)	huihuitlatinemi: 1565 Sahagún Escolios:1	vt. andar recogiendo algo (p.e. la cosecha)
C	token older exact	v94-diccionario-global-snp:027788	xiloxochiko ojti	xiloxochico oti	xiloxochico otli	oti>otli (insert l after t)	otli: 1571 Molina 1:15 | 1571 Molina 2:10 | 1780 ? Bnf_361:8 | 1580 CF Index:5 | 153? Trilingüe:4	el camino de xiloxochico
C	token older exact	v94-diccionario-global-snp:027850	xitamajseua!	xitamacehua!	xitlamacehua!	xitamacehua>xitlamacehua (insert l after t)	xitlamacehua: 1580 CF Index:1	¡buen provecho!
C	token older exact	v94-diccionario-global-snp:028164	xokoliya ika cuchillo	xocoliya ica cuchilllo	xocolia ica cuchilllo	xocoliya>xocolia (-iya>-ia)	xocolia: 1571 Molina 1:3 | 1780 ? Bnf_361:2 | 1571 Molina 2:1 | 1759 Paredes:1 | 1780 Clavijero:1	vt. dar una puñalada a alguien
C	token older exact	v94-diccionario-global-snp:028525	yejua juan	yehua uan	yehua huan	uan>huan (initial u>hu)	huan: 1595 Rincón:1 | 1629 Alarcón:1 | 1645 Carochi:1 | 17?? Bnf_362bis:1 | 1780 ? Bnf_361:1	el mismo juan, el propio juan
C	token older exact	v94-diccionario-global-snp:028735	yekinika metsti	yequinica metzti	yequinica metztli	metzti>metztli (insert l after t)	metztli: 1571 Molina 1:43 | 1571 Molina 2:25 | 1780 ? Bnf_361:15 | 153? Trilingüe:11 | 1765 Cortés y Zedeño:7	enero (lit. el primer mes)
C	token older exact	v94-diccionario-global-snp:028736	yekinika metsti	yequinica metzti	yequinica metztli	metzti>metztli (insert l after t)	metztli: 1571 Molina 1:43 | 1571 Molina 2:25 | 1780 ? Bnf_361:15 | 153? Trilingüe:11 | 1765 Cortés y Zedeño:7	enero (lit. primer mes)
C	token older exact	v94-diccionario-global-snp:028738	yekinika neteuilis itech nochi taltikpak	yequinica Netehuiliztli itech Nochi tlalticpac	yequinica netlehuiliztli itech Nochi tlalticpac	Netehuiliztli>netlehuiliztli (insert l after t)	netlehuiliztli: 1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	primera guerra mundial
C	token older exact	v94-diccionario-global-snp:029485	yolkokolisti	yolcocolizti	yolcocoliztli	yolcocolizti>yolcocoliztli (insert l after t)	yolcocoliztli: 1765 Cortés y Zedeño:1	enfermo del corazón
C	token older exact	v94-diccionario-global-snp:029976	youej itech okse ojti	yahui itech occe oti	yahui itech occe otli	oti>otli (insert l after t)	otli: 1571 Molina 1:15 | 1571 Molina 2:10 | 1780 ? Bnf_361:8 | 1580 CF Index:5 | 153? Trilingüe:4	vi. desviarse (lit. ir por otro camino)
