priority	match_kind	record_id	original	current_edition	proposed_edition	changes	authority	translation
A	whole-entry older exact	v94-diccionario-global-snp:018598	talpiya	tlalpiya	tlalpia	-iya>-ia,current:-iya>-ia	1571 Molina 1:2 | 1780 ? Bnf_361:2 | 1547 Olmos_V ?:1	vi. hacer ligadura. amarrar
A	whole-entry older exact	v94-diccionario-global-snp:018775	tamachiuiliya	tlamachihuilia	tamachihuilia	-iya>-ia,-uiliya>-huilia	1551-95 Documentos nahuas de la Ciudad de México:1	vt. medire el largo de algo de alguien (p.e. tela, terreno, la circunferencia de algo, p.e. la cintura de una persona). pesar algo para alguien (p.e. un niño, granos, etc.). medir a alguien
A	whole-entry older exact	v94-diccionario-global-snp:018779	tamachiuj	tlamachiuh	tamachiuh	j>h,-uj>-uh	1551-95 Documentos nahuas de la Ciudad de México:1	una medida de longitud (p.e. vara, cuarta, metro, etc.). kilo, litro, tonelada, hora, dosis, medida (en general). vara de medir. cucharada. tamaño. medición. estatura (poseído). medida de peso. hecho a mano, elaborado artesanalmente, hecho, elaborado (adj.)
A	whole-entry older exact	v94-diccionario-global-snp:018884	tamaloua	tlamaloa	tamaloa	oua>oa,-oua>-oa	1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1780 ? Bnf_361:1	vt. preparar algo en tamales (p.e. la carne)
A	whole-entry older exact	v94-diccionario-global-snp:018885	tamaltik	tlamaltic	tamaltic	k>c/qu	1580 CF Index:1	en forma de tamal
A	whole-entry older exact	v94-diccionario-global-snp:018948	tamasolin	tlamazolin	tamazolin	s>z	1571 Molina 1:2 | 1571 Molina 2:2 | 1595 Rincón:1 | 17?? Bnf_362:1 | 1759 Paredes:1	sapo grande. sapo. rana
A	whole-entry older exact	v94-diccionario-global-snp:019122	tamiktiya	tlamictiya	tlamictia	current:-tiya>-tia+-iya>-ia	1580 CF Index:2	vi. sentir dolor en los dientes picados (p.e. por tomar alimentos calientes o fríos o muy dulces)
A	whole-entry older exact	v94-diccionario-global-snp:019364	tanakasanti	tlanacazanti	tlanacazantli	current:insert l after t	1571 Molina 1:1 | 1780 ? Bnf_361:1	cuadrado
A	whole-entry older exact	v94-diccionario-global-snp:019407	tanat	tlanatl	tanatl	-t>-tl	1580 CF Index:1	tenate, cesto de paja para sembrar. cesto o esportilla hecho de palma
A	whole-entry older exact	v94-diccionario-global-snp:019701	tanti	tlanti	tlantli	current:insert l after t	153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1580 CF Index:1 | 1611 Arenas:1	diente (de persona o animal, sólo admite posesión enajenable). diente (p.e. de una rueda dentada)
A	whole-entry older exact	v94-diccionario-global-snp:019948	tapatal	tlapatalli	tlapatlalli	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1765 Cortés y Zedeño:1 | 1780 ? Bnf_361:1	apachurrado, despachurrado (p.e. frutas, hierbas). batido (p.e. harina en agua)
A	whole-entry older exact	v94-diccionario-global-snp:019982	tapayol	tlapayolli	tapayolli	-ol>-olli,-l>-lli	153? Trilingüe:3 | 17?? Bnf_362:2 | 1571 Molina 1:1 | 1780 ? Bnf_361:1	pelota, bola
A	whole-entry older exact	v94-diccionario-global-snp:019984	tapayoltik	tlapayoltic	tapayoltic	k>c/qu	1571 Molina 1:2 | 1780 ? Bnf_361:2 | 153? Trilingüe:1 | 1571 Molina 2:1 | 1580 CF Index:1	pelota de viento
A	whole-entry older exact	v94-diccionario-global-snp:019999	tapejpetani	tlapepetani	tlapepetlani	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1759 Paredes:1 | 1780 ? Bnf_361:1	vi. relampaguear, haber relámpagos en el cielo
A	whole-entry older exact	v94-diccionario-global-snp:020006	tapepetani	tlapepetani	tlapepetlani	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1759 Paredes:1 | 1780 ? Bnf_361:1	vi. relampaguear, iluminar el cielo los relámpagos. relampaguear varias veces
A	whole-entry older exact	v94-diccionario-global-snp:020270	taseliya	tlaceliya	tlacelia	current:-iya>-ia	1780 Clavijero:2 | 1547 Olmos_V ?:1 | 1580 CF Index:1 | 1645 Carochi:1 | 1692 Guerra:1	vi. reverecer o enverdecerse todo el campo (p.e. en la temporada de lluvia, cuando todo se retoña). brotar, germinar, retoñar (p.e. una planta). primavera (nombre). nacer o brotar el pasto o zacate
A	whole-entry older exact	v94-diccionario-global-snp:020283	taseltiya	tlaceltiya	tlaceltia	current:-tiya>-tia+-iya>-ia	1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	vi. reverder el campo, enverdecerse todo el campo. hacer reverdecer (p.e. la lluvia)
A	whole-entry older exact	v94-diccionario-global-snp:020367	tasojtal	tlazotalli	tlazotlalli	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1765 Cortés y Zedeño:1 | 1780 ? Bnf_361:1	amado
A	whole-entry older exact	v94-diccionario-global-snp:020368	tasojtalis	tlazotaliztli	tlazotlaliztli	current:insert l after t	1765 Cortés y Zedeño:1	amor. cariño, afecto, ternura. estima, estimación, aprecio. pasión. acto de amor
A	whole-entry older exact	v94-diccionario-global-snp:020408	tatachichina	tlatachichina	tlatlachichina	current:insert l after t	1580 CF Index:1	vi. fumar
A	whole-entry older exact	v94-diccionario-global-snp:020460	tatajti	tlatati	tlatlati	current:insert l after t	1571 Molina 2:1 | 1580 CF Index:1 | 1598 Tezozomoc:1	vi. envejecer
A	whole-entry older exact	v94-diccionario-global-snp:020461	tatajtiliya	tlatatilia	tlatlatilia	current:insert l after t	1780 ? Bnf_361:2 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1692 Guerra:1	vt. envejecer a alguien (p.e. el trabajo duro)
A	whole-entry older exact	v94-diccionario-global-snp:020462	tatajtiya	tlatatiya	tlatlatia	current:-tiya>-tia+-iya>-ia	1765 Cortés y Zedeño:4 | 1629 Alarcón:3 | 1571 Molina 1:2 | 1571 Molina 2:2 | 1645 Carochi:2	vi. envejecer (por el paso de tiempo). parecer más viejo (p.e. por haber trabajado muy duramente toda la vida)
A	whole-entry older exact	v94-diccionario-global-snp:020469	tatajtoua	tlatatoa	tlatlatoa	current:insert l after t	1571 Molina 1:2 | 1780 ? Bnf_361:2 | 1571 Molina 2:1 | 1580 CF Index:1	vi. hablar
A	whole-entry older exact	v94-diccionario-global-snp:020470	tatajtsin	tlatatzin	tlatlatzin	current:insert l after t	1580 CF Index:1	señor. anciano, viejito
A	whole-entry older exact	v94-diccionario-global-snp:020474	tatak	tlatac	tlatlac	current:insert l after t	1571 Molina 1:2 | 1780 ? Bnf_361:2 | 1571 Molina 2:1 | 1580 CF Index:1 | 17?? Bnf_362:1	quemado
A	whole-entry older exact	v94-diccionario-global-snp:020504	tatako	tlataco	tlatlaco	current:insert l after t	1580 CF Index:1	vi. sembrar
A	whole-entry older exact	v94-diccionario-global-snp:020507	tatakua	tlatacua	tlatlacua	current:insert l after t	1580 CF Index:2	vi. comer. cenar. participar en un banquete, participar en una comida
A	whole-entry older exact	v94-diccionario-global-snp:020519	tataliliya	tlatalilia	tlatlalilia	current:insert l after t	1571 Molina 1:7 | 1571 Molina 2:4 | 1780 ? Bnf_361:4	vt. prepararle cosas a un difunto (p.e. colocar dentro del ataud velas, flores, etc.). acomodar o colocar en un lugar (p.e. en una mochila) algo (como ropa, herramientas, etc.) de o para alguien, empacar algo para alguien
A	whole-entry older exact	v94-diccionario-global-snp:020521	tatalis	tlataliztli	tlatlaliztli	current:insert l after t	153? Trilingüe:3 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	ardor. colocará (verbo)
A	whole-entry older exact	v94-diccionario-global-snp:020590	tataneujtiya	tlataneuhtia	tlatlaneuhtia	current:insert l after t	1571 Molina 1:4 | 1780 ? Bnf_361:4 | 153? Trilingüe:2 | 1571 Molina 2:1	vr. prestarse mutuamente (plu.)
A	whole-entry older exact	v94-diccionario-global-snp:020592	tatanextiya	tlatanextia	tlatlanextia	current:insert l after t	1580 CF Index:1	vi. brillar. resplandecer. alumbrar, iluminar. emitir luz. alumbrarse
A	whole-entry older exact	v94-diccionario-global-snp:020596	tatanilis	tlataniliztli	tlatlaniliztli	current:insert l after t	1765 Cortés y Zedeño:2 | 153? Trilingüe:1	ganancia, ventaja, beneficio, sueldo, salario. rifa, acción de echar a suertes. victoria, triunfo. competición
A	whole-entry older exact	v94-diccionario-global-snp:020597	tataniliya	tlatanilia	tlatlanilia	current:insert l after t	1551-95 Documentos nahuas de la Ciudad de México:2 | 1765 Cortés y Zedeño:1	vr. ganar, ganarse un dinero (mediante una actividad o tarea, p.e. ganar un sueldo). obtener una ganancia
A	whole-entry older exact	v94-diccionario-global-snp:020599	tataniya	tlatania	tlatlania	current:insert l after t	1571 Molina 1:10 | 1780 ? Bnf_361:9 | 1765 Cortés y Zedeño:4 | 1551-95 Documentos nahuas de la Ciudad de México:3 | 1571 Molina 2:2	vr. ganar dinero. competir, participar en una competición (competencia en México). vi. ganar (p.e. dinero, un sueldo, etc.). vt. (ganar a alguien, ser más que alguien, sentirse más importante que alguien?)
A	whole-entry older exact	v94-diccionario-global-snp:020603	tatapaka	tlatapaca	tlatlapaca	current:insert l after t	1571 Molina 2:2 | 1571 Molina 1:1 | 1580 CF Index:1 | 1645 Carochi:1 | 1780 ? Bnf_361:1	vi. romperse consecutivamente o varios al mismo tiempo (p.e. los frutos de los árboles cuando se parten y sueltan sus semillas). quebrarse, romperse. quebrarse por completo. resquebrajarse
A	whole-entry older exact	v94-diccionario-global-snp:020614	tatapatsa	tlatapatza	tlatlapatza	current:insert l after t	1571 Molina 1:2 | 1780 ? Bnf_361:2 | 1571 Molina 2:1 | 1645 Carochi:1 | 17?? Bnf_362:1	vt. (aplastar?). romper, quebrar algo. vr. (romper, p.e. el cascarón los pollitos al nacer?)
A	whole-entry older exact	v94-diccionario-global-snp:020620	tatapoloni	tlatapoloni	tlatlapoloni	current:insert l after t	153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	llave
A	whole-entry older exact	v94-diccionario-global-snp:020629	tatasa	tlataza	tlatlaza	current:insert l after t	1565 Sahagún Escolios:3 | 1571 Molina 1:3 | 1780 ? Bnf_361:3 | 1571 Molina 2:1 | 1580 CF Index:1	vi. poner huevos (p.e. un ave, un insecto, etc.), poner un huevo, empollar (excepción, no cambia a 4/3)
A	whole-entry older exact	v94-diccionario-global-snp:020630	tatasaluil	tlatazalhuilli	tlatlazalhuilli	current:insert l after t	1780 ? Bnf_361:3 | 1571 Molina 1:2 | 1571 Molina 2:1	remendado
A	whole-entry older exact	v94-diccionario-global-snp:020631	tatasaluiya	tlatazalhuia	tlatlazalhuia	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1	poner remiendos
A	whole-entry older exact	v94-diccionario-global-snp:020633	tatasi	tlataci	tlatlaci	current:insert l after t	1571 Molina 1:3 | 1780 ? Bnf_361:3 | 1580 CF Index:2 | 1571 Molina 2:1 | 1645 Carochi:1	vi. toser, tener tos
A	whole-entry older exact	v94-diccionario-global-snp:020635	tataskej	tlatazque	tlatlazque	current:insert l after t	1580 CF Index:1	ponedora (ave doméstica, p.e. gallina o pava)
A	whole-entry older exact	v94-diccionario-global-snp:020653	tatati	tlatati	tlatlati	current:insert l after t	1571 Molina 2:1 | 1580 CF Index:1 | 1598 Tezozomoc:1	vi. (to set off, en inglés?)
A	whole-entry older exact	v94-diccionario-global-snp:020654	tatatil	tlatatilli	tlatlatilli	current:insert l after t	1571 Molina 1:5 | 1780 ? Bnf_361:5 | 17?? Bnf_362:2 | 153? Trilingüe:1 | 1571 Molina 2:1	ardido
A	whole-entry older exact	v94-diccionario-global-snp:020655	tatatilis	tlatatiliztli	tlatlatiliztli	current:insert l after t	1571 Molina 1:1 | 1765 Cortés y Zedeño:1 | 1780 ? Bnf_361:1	acción de hacer lumbre. juego de las escondidillas o el escondite
A	whole-entry older exact	v94-diccionario-global-snp:020656	tatatiliya	tlatatilia	tlatlatilia	current:insert l after t	1780 ? Bnf_361:2 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1692 Guerra:1	vt. atizarle el fuego a un recipiente que está en el fogón (p.e. a olla de tamales para que se cocine antes)
A	whole-entry older exact	v94-diccionario-global-snp:020662	tatatok	tlatatoc	tlatlatoc	current:insert l after t	1571 Molina 2:1 | 1580 CF Index:1	ardiendo
A	whole-entry older exact	v94-diccionario-global-snp:020666	tatatsin	tlatatzin	tlatlatzin	current:insert l after t	1580 CF Index:1	viejito
A	whole-entry older exact	v94-diccionario-global-snp:020667	tatatsini	tlatatzini	tlatlatzini	current:insert l after t	1571 Molina 1:3 | 1780 ? Bnf_361:3 | 1547 Olmos_V ?:2 | 1580 CF Index:2 | 153? Trilingüe:1	vi. tronar, sonar el trueno (al relampaguear), escucharse truenos
A	whole-entry older exact	v94-diccionario-global-snp:020671	tatatska	tlatatzca	tlatlatzca	current:insert l after t	1580 CF Index:1	vi. rechinar (un objeto como cama, tablas, p.e. al friccionarse con otro)
A	whole-entry older exact	v94-diccionario-global-snp:020694	tataxilis	tlataxiliztli	tlatlaxiliztli	current:insert l after t	1571 Molina 1:3 | 1780 ? Bnf_361:3 | 153? Trilingüe:1 | 1571 Molina 2:1 | 17?? Bnf_362:1	acción de toser, el toser, tos
A	whole-entry older exact	v94-diccionario-global-snp:020695	tataxiliya	tlataxilia	tlatlaxilia	current:insert l after t	1571 Molina 2:3 | 1571 Molina 1:2 | 1780 ? Bnf_361:2 | 1547 Olmos_V ?:1 | 1692 Guerra:1	vt. toser sobre algo (p.e. los alimentos)
A	whole-entry older exact	v94-diccionario-global-snp:020696	tataxiliya	tlataxilia	tlatlaxilia	current:insert l after t	1571 Molina 2:3 | 1571 Molina 1:2 | 1780 ? Bnf_361:2 | 1547 Olmos_V ?:1 | 1692 Guerra:1	vt. poner huevos en nido ajeno (de otra ave doméstica). poner huevecillos (un insecto) en un huésped (p.e. una mosca sobre un cádaver). vi. abortar, abortar un bebé
A	whole-entry older exact	v94-diccionario-global-snp:020717	tatayouayan	tlatayohuayan	tlatlayohuayan	current:insert l after t	1580 CF Index:1	de noche. lugar muy oscuro (nombre)
A	whole-entry older exact	v94-diccionario-global-snp:020823	tatemouiya	tlatemahuia	tlatemohuia	-uiya>-huia	1580 CF Index:2	vi. descargar (p.e. mercancías de un camión). bajar (algo)
A	whole-entry older exact	v94-diccionario-global-snp:020892	tateuats	tlatehuatztli	tlatlehuatztli	current:insert l after t	153? Trilingüe:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	tostado (p.e. semillas, carne). asado. frito. tostada (nombre). tortilla tostada (nombre)
A	whole-entry older exact	v94-diccionario-global-snp:020894	tateuatsal	tlatehuatzalli	tlatlehuatzalli	current:insert l after t	1571 Molina 1:2 | 1780 ? Bnf_361:2 | 153? Trilingüe:1 | 1571 Molina 2:1 | 1580 CF Index:1	horneado (p.e. una pieza alfarera)
A	whole-entry older exact	v94-diccionario-global-snp:020947	tatiluil	tlatilhuilli	tlatlilhuilli	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1765 Cortés y Zedeño:1 | 1780 ? Bnf_361:1	tiznado (un cacharro de cocina o traste, a propósito para taparle los poros)
A	whole-entry older exact	v94-diccionario-global-snp:021030	tatokti	tlatocti	tlatoctli	current:insert l after t	1571 Molina 1:3 | 1780 ? Bnf_361:3 | 1571 Molina 2:1 | 1580 CF Index:1 | 17?? Bnf_362:1	cosecha. cultivo, cultivos
A	whole-entry older exact	v94-diccionario-global-snp:021429	taujtapal	tlauhtapalli	tlauhtlapalli	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	bermellón, púrpura, rojo carmesí
A	whole-entry older exact	v94-diccionario-global-snp:021528	taxotalis	tlaxotaliztli	tlaxotlaliztli	current:insert l after t	1571 Molina 1:1 | 1571 Molina 2:1 | 1765 Cortés y Zedeño:1 | 1780 ? Bnf_361:1	llamarada
A	whole-entry older exact	v94-diccionario-global-snp:021542	taxoxouiya	tlaxoxohuiya	tlaxoxohuia	-uiya>-huia,current:-iya>-ia	1571 Molina 2:1 | 1580 CF Index:1	vi. reverdecerse (en la milpa, en el campo). enverdecer (las plantas)
A	whole-entry older exact	v94-diccionario-global-snp:021548	taxtaua	tlaxtahua	tlaxtlahua	current:insert l after t	1780 ? Bnf_361:5 | 1571 Molina 1:4 | 1580 CF Index:2 | 17?? Bnf_362:1	vt. pagar (en general). vi. pagar
A	whole-entry older exact	v94-diccionario-global-snp:021549	taxtaualis	tlaxtahualiztli	tlaxtlahualiztli	current:insert l after t	1571 Molina 1:3 | 1780 ? Bnf_361:3 | 1571 Molina 2:1	pago
A	whole-entry older exact	v94-diccionario-global-snp:021551	taxtaui	tlaxtahui	tlaxtlahui	current:insert l after t	1551-95 Documentos nahuas de la Ciudad de México:1	paga
A	whole-entry older exact	v94-diccionario-global-snp:021552	taxtauil	tlaxtahuilli	tlaxtlahuilli	current:insert l after t	1571 Molina 1:4 | 1780 ? Bnf_361:4 | 1571 Molina 2:1 | 1580 CF Index:1 | 1611 Arenas:1	salario, sueldo, pago por una actividad realizada. pago, paga. impuesto. rescate. aportación económica. presupuesto. ingresos económicos. premio, galardón. dinero (neologismo)
A	whole-entry older exact	v94-diccionario-global-snp:021555	taxtauiliya	tlaxtahuilia	tlaxtlahuilia	current:insert l after t	1611 Arenas:2 | 1551-95 Documentos nahuas de la Ciudad de México:1 | 1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	vt. pagar a alguien. pagarle algo a alguien o en lugar de alguien (p.e. pagar el gasto de alguien invitándole, p.e. el billete de autobús). pagar impuestos. pagar (por alguien) algo (p.e. el pasaje). pagar por alguien, en lugar de alguien. vr. pagar impuestos. pagar a alguien
A	whole-entry older exact	v94-diccionario-global-snp:021557	taxtauiya	tlaxtahuia	tlaxtlahuia	current:insert l after t	1571 Molina 1:5 | 1780 ? Bnf_361:5 | 1611 Arenas:4 | 1547 Olmos_V ?:2 | 1551-95 Documentos nahuas de la Ciudad de México:2	vt. pagarle a alguien el precio de algo comprado (p.e. cuando nos pagan nuestro salario). pagar algo a alguien. sobornar. recompensar a alguien. vr. pagarse
A	whole-entry older exact	v94-diccionario-global-snp:021788	tayouiliya	tlayohuilia	tlayouilia	-iya>-ia	1571 Molina 1:1 | 1571 Molina 2:1 | 1780 ? Bnf_361:1	vt. proyectar o echar sombra en perjuicio de alguien, bloquear la luz en perjuicio de alguien (p.e. al pararse enfrente de una proyección luminosa, detenerse ante una venta y tapar la luz a alguien)
A	whole-entry older exact	v94-diccionario-global-snp:022181	tein	tein	tlein	insert l after t,current:insert l after t	1611 Arenas:2 | 1765 Cortés y Zedeño:2 | 1645 Carochi:1	que, el que, lo que, la que, los que, las que (pronombre relativo que crea una claúsula restrictiva, usualmente pero no siempre con un argumento no humano, que modifica un sustantivo). que, cuyo (pronombre relativo). hay (verbo haber). de lo que, de los que. de él. al que, a los que. por lo que
A	whole-entry older exact	v94-diccionario-global-snp:022237	teixtamachtiani	teixtamachtiani	teixtlamachtiani	insert l after t,current:insert l after t	153? Trilingüe:4 | 1565 Sahagún Escolios:1 | 1580 CF Index:1	educador
A	whole-entry older exact	v94-diccionario-global-snp:022254	tejkoka	tecoca	tlecoca	current:insert l after t	1580 CF Index:1	vi. ascender
