source	field	rows	filled_rows	coverage	likely_present	likely_absent	p_present_nahuatl	p_not_nahuatl	p_present_spanish	p_not_spanish	p_present_french	p_not_french	p_present_latin	p_not_latin	p_present_english	p_not_english	p_present_greek	p_not_greek	top_evidence
1692 Guerra	Comentario_wimmer_plus_html	919	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1692 Guerra	all_public_text	919	919	1.0000	spanish	nahuatl,french,latin,english,greek	0.0197	0.9803	0.8136	0.1864	0.0024	0.9976	0.0011	0.9989	0.0000	1.0000	0.0000	1.0000	nahuatl:no=8|tayohua=2|huevos=2; spanish:el=308|la=162; french:verguenza=6|tambien=3|voir=2; latin:vel=6
1759 Paredes	Original	2023	2023	1.0000	nahuatl	spanish,french,latin,english,greek	0.9566	0.0434	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:tli=71|in=61
1759 Paredes	Editado	2023	2023	1.0000	nahuatl	spanish,french,latin,english,greek	0.9565	0.0435	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:in=62|huel=46
1759 Paredes	Traducción	2023	2023	1.0000	spanish	nahuatl,french,latin,english,greek	0.0078	0.9922	0.7987	0.2013	0.0031	0.9969	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:no=30|amo=8|tenahuatilli=4; spanish:de=311|el=148; french:vease=31|el=6|genero=5
1759 Paredes	Traducción (es)	2023	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1759 Paredes	Comentario	2023	2023	1.0000	nahuatl,spanish	french,latin,english,greek	0.7931	0.2069	0.8375	0.1625	0.0352	0.9648	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:in=3912|ihuan=2259|ca=1346; spanish:de=4050|el=3209|platica=2395; french:es=268|septimo=130|evangelicos=90
1759 Paredes	Comentario (es)	2023	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1759 Paredes	Comentario_wimmer_plus_html	2023	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1759 Paredes	all_public_text	2023	2023	1.0000	nahuatl,spanish	french,latin,english,greek	0.7942	0.2058	0.9662	0.0338	0.0380	0.9620	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:in=3913|ihuan=2259|ca=1346; spanish:de=4361|el=3357|platica=2395; french:es=268|septimo=130|evangelicos=91
1765 Cortés y Zedeño	Original	4724	4724	1.0000	nahuatl	spanish,french,latin,english,greek	0.9532	0.0468	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:amo=236|hual=117
1765 Cortés y Zedeño	Editado	4724	4724	1.0000	nahuatl	spanish,french,latin,english,greek	0.9559	0.0441	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:amo=258|hual=117
1765 Cortés y Zedeño	Traducción	4724	4724	1.0000	spanish	nahuatl,french,latin,english,greek	0.0036	0.9964	0.7912	0.2088	0.0007	0.9993	0.0001	0.9999	0.0000	1.0000	0.0000	1.0000	nahuatl:no=35|huerfano=5|amo=4; spanish:de=441|cosa=221; french:huerfano=5|despues=5|termino=5; latin:vel=2
1765 Cortés y Zedeño	Traducción (es)	4724	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1765 Cortés y Zedeño	Comentario	4724	57	0.0121	spanish	nahuatl,french,latin,english,greek	0.0026	0.9974	0.4683	0.5317	0.0015	0.9985	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:cexihuit=1; spanish:de=1|tambien=1; french:tambien=1
1765 Cortés y Zedeño	Comentario (es)	4724	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1765 Cortés y Zedeño	Comentario_wimmer_plus_html	4724	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
1765 Cortés y Zedeño	all_public_text	4724	4724	1.0000	spanish	nahuatl,french,latin,english,greek	0.0037	0.9963	0.7924	0.2076	0.0007	0.9993	0.0001	0.9999	0.0000	1.0000	0.0000	1.0000	nahuatl:no=35|huerfano=5|amo=4; spanish:de=442|cosa=221; french:huerfano=5|despues=5|termino=5; latin:vel=2
1780 ? Bnf_361	Original	28260	28260	1.0000	nahuatl	spanish,french,latin,english,greek	0.9563	0.0437	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:nitla=1448|amo=560
1780 ? Bnf_361	Editado	28260	28229	0.9989	nahuatl	spanish,french,latin,english,greek	0.9569	0.0431	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:amo=614|zan=428
1780 ? Bnf_361	Traducción	28260	28246	0.9995	spanish	nahuatl,french,latin,english,greek	0.0141	0.9859	0.8114	0.1886	0.0017	0.9983	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	nahuatl:tla=1434|no=423|huesos=44; spanish:de=8747|el=3292; french:despues=46|verguenza=40|sur=26; latin:vel=2|onis=1; english:artificial=1|enter=1
1780 ? Bnf_361	Traducción (es)	28260	0	0.0000		nahuatl,spanish,french,latin,english,greek	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	0.0000	1.0000	
