record_id	route	escritura_original	texto_estandarizado	source_traduccion	old_traduccion	new_traduccion	old_comentario	new_comentario
1992-karttunen:002780	general	miyāhua-tl	miyahuatl	inalienably possessed form; the tassel and flower of maize / la espiga y la flor de la caña de maíz	inalienably possessed form; the tassel and flower of maize / la espiga y la flor de la caña de maíz	inalienably possessed form: the tassel and flower of maize / la espiga y la flor de la caña de maíz	<b>1992 Karttunen original:</b> MIYĀHUA-TL inalienably possessed form: -MIYĀHUAYŌ the tassel and flower of maize / la espiga y la flor de la caña de maíz (M)	<b>1992 Karttunen original:</b> inalienably possessed form; the tassel and flower of maize / la espiga y la flor de la caña de maíz
1992-karttunen:002794	general	-mochīhuayān	mochihuayan	necessarily possessed form; proper time or place for something to come about, as for fruit trees to bear fruit / tiempo o lugar... donde o cuando se da	necessarily possessed form; proper time or place for something to come about, as for fruit trees to bear fruit / tiempo o lugar... donde o cuando se da	necessarily possessed form: proper time or place for something to come about, as for fruit trees to bear fruit / tiempo o lugar... donde o cuando se da	<b>1992 Karttunen original:</b> -MOCHĪHUAYĀN necessarily possessed form proper time or place for something to come about, as for fruit trees to bear fruit / tiempo o lugar... donde o cuando se da (C)	<b>1992 Karttunen original:</b> necessarily possessed form; proper time or place for something to come about, as for fruit trees to bear fruit / tiempo o lugar... donde o cuando se da
1992-karttunen:002796	general	-mochīuhyān	mochiuhyan	necessarily possessed form; the proper time for something to come about / es tiempo de	necessarily possessed form; the proper time for something to come about / es tiempo de	necessarily possessed form: the proper time for something to come about / es tiempo de	<b>1992 Karttunen original:</b> -MOCHĪUHYĀN necessarily possessed form the proper time for something to come about / es tiempo de (C)	<b>1992 Karttunen original:</b> necessarily possessed form; the proper time for something to come about / es tiempo de
1992-karttunen:002825	general	-monecyān	monecyan	necessarily possessed form; the proper time or place for something / su lugar	necessarily possessed form; the proper time or place for something / su lugar	necessarily possessed form: the proper time or place for something / su lugar	<b>1992 Karttunen original:</b> -MONECYĀN necessarily possessed form the proper time or place for something / su lugar (C)	<b>1992 Karttunen original:</b> necessarily possessed form; the proper time or place for something / su lugar
1992-karttunen:002828	general	-monequiyān	monequiyan	necessarily possessed form; the proper time or place for something / la sazón y tiempo	necessarily possessed form; the proper time or place for something / la sazón y tiempo	necessarily possessed form: the proper time or place for something / la sazón y tiempo	<b>1992 Karttunen original:</b> -MONEQUIYĀN necessarily possessed form the proper time or place for something / la sazón y tiempo (C)	<b>1992 Karttunen original:</b> necessarily possessed form; the proper time or place for something / la sazón y tiempo
1992-karttunen:002831	general	-mōntēzyō	montezyo	only attested in possessed form; mother-in-law of a man / su suegra (del hombre)	only attested in possessed form; mother-in-law of a man / su suegra (del hombre)	only attested in possessed form: mother-in-law of a man / su suegra (del hombre)	<b>1992 Karttunen original:</b> -MŌNTĒZYŌ only attested in possessed form mother-in-law of a man / su suegra (del hombre) (T)	<b>1992 Karttunen original:</b> only attested in possessed form; mother-in-law of a man / su suegra (del hombre)
1992-karttunen:002836	general	-mopiloāyān	mopiloayan	necessarily possessed form; place where something hangs, gathers, or looms / lugar donde se arman los aguaceros	necessarily possessed form; place where something hangs, gathers, or looms / lugar donde se arman los aguaceros	necessarily possessed form: place where something hangs, gathers, or looms / lugar donde se arman los aguaceros	<b>1992 Karttunen original:</b> -MOPILOĀYĀN necessarily possessed form place where something hangs, gathers, or looms / lugar donde se arman los aguaceros (C referring in context to rain)	<b>1992 Karttunen original:</b> necessarily possessed form; place where something hangs, gathers, or looms / lugar donde se arman los aguaceros
1992-karttunen:002840	general	-motēcayān	motecayan	necessarily possessed form; place where something spreads itself out on a surface / lugar donde el aguacero descarga y cae	necessarily possessed form; place where something spreads itself out on a surface / lugar donde el aguacero descarga y cae	necessarily possessed form: place where something spreads itself out on a surface / lugar donde el aguacero descarga y cae	<b>1992 Karttunen original:</b> -MOTĒCAYĀN necessarily possessed form place where something spreads itself out on a surface / lugar donde el aguacero descarga y cae (C referring in context to rain)	<b>1992 Karttunen original:</b> necessarily possessed form; place where something spreads itself out on a surface / lugar donde el aguacero descarga y cae
1992-karttunen:002870	general	-mōztlayōc	moztlayoc	necessarily possessed form; the day following something / el día siguiente	necessarily possessed form; the day following something / el día siguiente	necessarily possessed form: the day following something / el día siguiente	<b>1992 Karttunen original:</b> -MŌZTLAYŌC necessarily possessed form the day following something / el día siguiente (S)	<b>1992 Karttunen original:</b> necessarily possessed form; the day following something / el día siguiente
1992-karttunen:002882	general	nac(a)-tl	nacatl	inalienably possessed form; flesh, meat / carne	inalienably possessed form; flesh, meat / carne	inalienably possessed form: flesh, meat / carne	<b>1992 Karttunen original:</b> NAC(A)-TL inalienably possessed form: - NACAYŌ flesh, meat / carne (M)	<b>1992 Karttunen original:</b> inalienably possessed form; flesh, meat / carne
1992-karttunen:002884	general	-nacayohcāpoh	nacayocapo	necessarily possessed form; sharing flesh and blood with another, a human being like oneself / el que tiene cuerpo como yo	necessarily possessed form; sharing flesh and blood with another, a human being like oneself / el que tiene cuerpo como yo	necessarily possessed form: sharing flesh and blood with another, a human being like oneself / el que tiene cuerpo como yo	<b>1992 Karttunen original:</b> -NACAYOHCĀPOH necessarily possessed form sharing flesh and blood with another, a human being like oneself / el que tiene cuerpo como yo (C for first person possessor)	<b>1992 Karttunen original:</b> necessarily possessed form; sharing flesh and blood with another, a human being like oneself / el que tiene cuerpo como yo
1992-karttunen:002974	general	-necāuhcā	necauhca	necessarily possessed form; relic, remainder of someone, something / reliquia	necessarily possessed form; relic, remainder of someone, something / reliquia	necessarily possessed form: relic, remainder of someone, something / reliquia	<b>1992 Karttunen original:</b> -NECĀUHCĀ necessarily possessed form relic, remainder of someone, something / reliquia (C)	<b>1992 Karttunen original:</b> necessarily possessed form; relic, remainder of someone, something / reliquia
1992-karttunen:002975	general	-necēhuiāyān	necehuiayan	necessarily possessed form; one's resting place / lugar para descansar o de descanso	necessarily possessed form; one's resting place / lugar para descansar o de descanso	necessarily possessed form: one's resting place / lugar para descansar o de descanso	<b>1992 Karttunen original:</b> -NECĒHUIĀYĀN necessarily possessed form one's resting place / lugar para descansar o de descanso (M for neceuiloyan)	<b>1992 Karttunen original:</b> necessarily possessed form; one's resting place / lugar para descansar o de descanso
1992-karttunen:002992	general	-necuitlahuīlocā	necuitlahuiloca	necessarily possessed form; the care with which one is looked after / el cuidado con que se cuida de mi	necessarily possessed form; the care with which one is looked after / el cuidado con que se cuida de mi	necessarily possessed form: the care with which one is looked after / el cuidado con que se cuida de mi	<b>1992 Karttunen original:</b> -NECUITLAHUĪLOCĀ necessarily possessed form the care with which one is looked after / el cuidado con que se cuida de mi (C for first person possessor)	<b>1992 Karttunen original:</b> necessarily possessed form; the care with which one is looked after / el cuidado con que se cuida de mi
1992-karttunen:002994	general	-neēllelquīxtiāya	neellelquixtiaya	necessarily possessed form; that with which one entertains oneself / instrumento con que yo me recreo	necessarily possessed form; that with which one entertains oneself / instrumento con que yo me recreo	necessarily possessed form: that with which one entertains oneself / instrumento con que yo me recreo	<b>1992 Karttunen original:</b> -NEĒLLELQUĪXTIĀYA necessarily possessed form that with which one entertains oneself / instrumento con que yo me recreo (C for first person possessor)	<b>1992 Karttunen original:</b> necessarily possessed form; that with which one entertains oneself / instrumento con que yo me recreo
1992-karttunen:003041	general	-neltococā	neltococa	necessarily possessed form; the faith others have in one / la fé con que me creen	necessarily possessed form; the faith others have in one / la fé con que me creen	necessarily possessed form: the faith others have in one / la fé con que me creen	<b>1992 Karttunen original:</b> -NELTOCOCĀ necessarily possessed form the faith others have in one / la fé con que me creen (C for first person possessor)	<b>1992 Karttunen original:</b> necessarily possessed form; the faith others have in one / la fé con que me creen
1992-karttunen:003060	general	-nemiyān	nemiyan	necessarly possessed form; the place or time in which one lives / lugar donde yo vivo, duración, tiempo de vida	necessarly possessed form; the place or time in which one lives / lugar donde yo vivo, duración, tiempo de vida	necessarly possessed form: the place or time in which one lives / lugar donde yo vivo, duración, tiempo de vida	<b>1992 Karttunen original:</b> -NEMIYĀN necessarly possessed form the place or time in which one lives / lugar donde yo vivo (C for first pers. sg. possessor), duración, tiempo de vida (S)	<b>1992 Karttunen original:</b> necessarly possessed form; the place or time in which one lives / lugar donde yo vivo, duración, tiempo de vida
1992-karttunen:003076	general	-nencāuhyan	nencauhyan	necessarily possessed form; one's negligence / negligencia	necessarily possessed form; one's negligence / negligencia	necessarily possessed form: one's negligence / negligencia	<b>1992 Karttunen original:</b> -NENCĀUHYAN necessarily possessed form one's negligence / negligencia (K)	<b>1992 Karttunen original:</b> necessarily possessed form; one's negligence / negligencia
1992-karttunen:003077	general	nencāyō-tl	nencayotl	possessed form; sustenance, what one needs to support life / mantenimiento humano	possessed form; sustenance, what one needs to support life / mantenimiento humano	possessed form: sustenance, what one needs to support life / mantenimiento humano	<b>1992 Karttunen original:</b> NENCĀYŌ-TL possessed form: -NENCĀ sustenance, what one needs to support life / mantenimiento humano (M)	<b>1992 Karttunen original:</b> possessed form; sustenance, what one needs to support life / mantenimiento humano
1992-karttunen:003131	general	-netlaquechiāya	netlaquechiaya	necessarily possessed form; staff, crutch, support / bordón o muleta	necessarily possessed form; staff, crutch, support / bordón o muleta	necessarily possessed form: staff, crutch, support / bordón o muleta	<b>1992 Karttunen original:</b> -NETLAQUECHIĀYA necessarily possessed form staff, crutch, support / bordón o muleta (C)	<b>1992 Karttunen original:</b> necessarily possessed form; staff, crutch, support / bordón o muleta
1992-karttunen:003138	general	nēuhcāyō-tl	neuhcayotl	possessed form; sustenance, a meal taken upon rising, breakfast / el sustento necesario, lo que se come después de levantarse, víveres, alimentos, nutrición, subsistencia	possessed form; sustenance, a meal taken upon rising, breakfast / el sustento necesario, lo que se come después de levantarse, víveres, alimentos, nutrición, subsistencia	possessed form: sustenance, a meal taken upon rising, breakfast / el sustento necesario, lo que se come después de levantarse, víveres, alimentos, nutrición, subsistencia	<b>1992 Karttunen original:</b> NĒUHCĀYŌ-TL possessed form: -NĒUH-CĀ sustenance, a meal taken upon rising, breakfast / el sustento necesario (C), lo que se come después de levantarse (C), víveres, alimentos, nutrición, subsistencia (S)	<b>1992 Karttunen original:</b> possessed form; sustenance, a meal taken upon rising, breakfast / el sustento necesario, lo que se come después de levantarse, víveres, alimentos, nutrición, subsistencia
1992-karttunen:003255	general	oh-tli	otli	possessed form; road / camino generalmente	possessed form; road / camino generalmente	possessed form: road / camino generalmente	<b>1992 Karttunen original:</b> OH-TLI possessed form: -OHHUI road / camino generalmente (M)	<b>1992 Karttunen original:</b> possessed form; road / camino generalmente
1992-karttunen:003291	general	-omiyō	omiyo	necessarily possessed form; one's own bones / sus huesos	necessarily possessed form; one's own bones / sus huesos	necessarily possessed form: one's own bones / sus huesos	<b>1992 Karttunen original:</b> -OMIYŌ necessarily possessed form one's own bones / sus huesos (K)	<b>1992 Karttunen original:</b> necessarily possessed form; one's own bones / sus huesos
1992-karttunen:003292	general	-omiyohcāpohtzin	omiyocapotzin	necessarily possessed form; someone who shares one's own type of bones / ha tomado... huesos... como nosotros	necessarily possessed form; someone who shares one's own type of bones / ha tomado... huesos... como nosotros	necessarily possessed form: someone who shares one's own type of bones / ha tomado... huesos... como nosotros	<b>1992 Karttunen original:</b> -OMIYOHCĀPOHTZIN necessarily possessed form someone who shares one's own type of bones / ha tomado... huesos... como nosotros (C for first pers. plural possessed form with MOCHĪHU(A)	<b>1992 Karttunen original:</b> necessarily possessed form; someone who shares one's own type of bones / ha tomado... huesos... como nosotros
1992-karttunen:003299	general	-opōchcopa	opochcopa	only attested in possessed form; at one's left hand / a tu mano izquierda	only attested in possessed form; at one's left hand / a tu mano izquierda	only attested in possessed form: at one's left hand / a tu mano izquierda	<b>1992 Karttunen original:</b> -OPŌCHCOPA only attested in possessed form at one's left hand / a tu mano izquierda (C for second pers. sg. posses-sor)	<b>1992 Karttunen original:</b> only attested in possessed form; at one's left hand / a tu mano izquierda
1992-karttunen:003306	general	-oquichnacayō	oquichnacayo	necessarily possessed form; one's male genitals / de sus partes, hablando honestamente …de las del varón	necessarily possessed form; one's male genitals / de sus partes, hablando honestamente …de las del varón	necessarily possessed form: one's male genitals / de sus partes, hablando honestamente …de las del varón	<b>1992 Karttunen original:</b> -OQUICHNACAYŌ necessarily possessed form one's male genitals / de sus partes, hablando honestamente …de las del varón (C)	<b>1992 Karttunen original:</b> necessarily possessed form; one's male genitals / de sus partes, hablando honestamente …de las del varón
1992-karttunen:003312	general	oquich-tli	oquichtli	possessed form; man, male, husband / varón, o macho en cada especie	possessed form; man, male, husband / varón, o macho en cada especie	possessed form: man, male, husband / varón, o macho en cada especie	<b>1992 Karttunen original:</b> OQUICH-TLI pl: -TIN ~ MEH; possessed form: -OQUICHHUI man, male, husband / varón, o macho en cada especie (M)	<b>1992 Karttunen original:</b> possessed form; man, male, husband / varón, o macho en cada especie
1992-karttunen:003391	general	pām(i)-tl	pamitl	possessed form; flag, banner / bandera, estandarte	possessed form; flag, banner / bandera, estandarte	possessed form: flag, banner / bandera, estandarte	<b>1992 Karttunen original:</b> PĀM(I)-TL possessed form: -PĀN flag, banner / bandera, estandarte (S)	<b>1992 Karttunen original:</b> possessed form; flag, banner / bandera, estandarte
1992-karttunen:003537	general	pil-li	pilli	possessed form; noble person / caballero o noble persona, los cortesanos del Rey	possessed form; noble person / caballero o noble persona, los cortesanos del Rey	possessed form: noble person / caballero o noble persona, los cortesanos del Rey	<b>1992 Karttunen original:</b> PIL-LI pl: PĪPILTIN; possessed form: -PILLŌ noble person / caballero o noble persona (M), los cortesanos del Rey (C for possessed form)	<b>1992 Karttunen original:</b> possessed form; noble person / caballero o noble persona, los cortesanos del Rey
1992-karttunen:003542	general	-pilpēhuayān	pilpehuayan	necessarily possessed form; childhood / niñez	necessarily possessed form; childhood / niñez	necessarily possessed form: childhood / niñez	<b>1992 Karttunen original:</b> -PILPĒHUAYĀN necessarily possessed form childhood / niñez (C)	<b>1992 Karttunen original:</b> necessarily possessed form; childhood / niñez
1992-karttunen:003544	general	-piltiyān	piltiyan	necessarly possessed form; one's childhood / mi niñez o el tiempo de mi niñez	necessarly possessed form; one's childhood / mi niñez o el tiempo de mi niñez	necessarly possessed form: one's childhood / mi niñez o el tiempo de mi niñez	<b>1992 Karttunen original:</b> -PILTIYĀN necessarly possessed form one's childhood / mi niñez o el tiempo de mi niñez (R for first pers. sg. possessor)	<b>1992 Karttunen original:</b> necessarly possessed form; one's childhood / mi niñez o el tiempo de mi niñez
1992-karttunen:003585	general	pītzēhua-tl	pitzehuatl	inalienably possessed form; skin / su cutis	inalienably possessed form; skin / su cutis	inalienably possessed form: skin / su cutis	<b>1992 Karttunen original:</b> PĪTZĒHUA-TL inalienably possessed form: -PĪTZĒHUAYŌ skin / su cutis (Z for possessed form)	<b>1992 Karttunen original:</b> inalienably possessed form; skin / su cutis
1992-karttunen:003684	general	-pōx	pox	attested only in possessed form; and in compounds, not in absolutive form pot belly / barrigón, panzón	attested only in possessed form; and in compounds, not in absolutive form pot belly / barrigón, panzón	attested only in possessed form: and in compounds, not in absolutive form pot belly / barrigón, panzón	<b>1992 Karttunen original:</b> -PŌX attested only in possessed form and in compounds, not in absolutive form pot belly / barrigón, panzón (Z)	<b>1992 Karttunen original:</b> attested only in possessed form; and in compounds, not in absolutive form pot belly / barrigón, panzón
1992-karttunen:003690	general	-pōxnacaztlan	poxnacaztlan	attested only in possessed form; one's side, flank / su lado, su costado	attested only in possessed form; one's side, flank / su lado, su costado	attested only in possessed form: one's side, flank / su lado, su costado	<b>1992 Karttunen original:</b> -PŌXNACAZTLAN attested only in possessed form one's side, flank / su lado, su costado (Z for possessed form)	<b>1992 Karttunen original:</b> attested only in possessed form; one's side, flank / su lado, su costado
1992-karttunen:003732	general	-quechtemēmecapal	quechtememecapal	only attested in possessed form; tendons of the neck and head / sus tendones del cerebro	only attested in possessed form; tendons of the neck and head / sus tendones del cerebro	only attested in possessed form: tendons of the neck and head / sus tendones del cerebro	<b>1992 Karttunen original:</b> -QUECHTEMĒMECAPAL only attested in possessed form tendons of the neck and head / sus tendones del cerebro (T)	<b>1992 Karttunen original:</b> only attested in possessed form; tendons of the neck and head / sus tendones del cerebro
1992-karttunen:003786	general	-quēz	quez	only attested in possessed form; and in compounds thigh, leg / su muslo, su pierna	only attested in possessed form; and in compounds thigh, leg / su muslo, su pierna	only attested in possessed form: and in compounds thigh, leg / su muslo, su pierna	<b>1992 Karttunen original:</b> -QUĒZ only attested in possessed form and in compounds thigh, leg / su muslo, su pierna (T,Z)	<b>1992 Karttunen original:</b> only attested in possessed form; and in compounds thigh, leg / su muslo, su pierna
1992-karttunen:003787	general	-quēzcuauhyō	quezcuauhyo	only attested in possessed form; and compounds thigh, leg / su muslo, su pierna	only attested in possessed form; and compounds thigh, leg / su muslo, su pierna	only attested in possessed form: and compounds thigh, leg / su muslo, su pierna	<b>1992 Karttunen original:</b> -QUĒZCUAUHYŌ only attested in possessed form and compounds thigh, leg / su muslo, su pierna (T)	<b>1992 Karttunen original:</b> only attested in possessed form; and compounds thigh, leg / su muslo, su pierna
1992-karttunen:003835	general	-quīzayān	quizayan	necessanly possessed form; place from which something comes forth / lugar de donde sale una cosa, comienzos	necessanly possessed form; place from which something comes forth / lugar de donde sale una cosa, comienzos	necessanly possessed form: place from which something comes forth / lugar de donde sale una cosa, comienzos	<b>1992 Karttunen original:</b> -QUĪZAYĀN necessanly possessed form place from which something comes forth / lugar de donde sale una cosa, comienzos (S)	<b>1992 Karttunen original:</b> necessanly possessed form; place from which something comes forth / lugar de donde sale una cosa, comienzos
1992-karttunen:003894	general	tecom(a)-tl	tecomatl	possessed form; clay pot / vaso de barro, como taza honda	possessed form; clay pot / vaso de barro, como taza honda	possessed form: clay pot / vaso de barro, como taza honda	<b>1992 Karttunen original:</b> TECOM(A)-TL pl: TECOMAMEH; possessed form -TECON clay pot / vaso de barro, como taza honda (M)	<b>1992 Karttunen original:</b> possessed form; clay pot / vaso de barro, como taza honda
1992-karttunen:003926	general	-tēcuiyō	tecuiyo	necessarily possessed form; lord, lordship / mi señor, cortesanos	necessarily possessed form; lord, lordship / mi señor, cortesanos	necessarily possessed form: lord, lordship / mi señor, cortesanos	<b>1992 Karttunen original:</b> -TĒCUIYŌ necessarily possessed form lord, lordship / mi señor (C for first pers. sg. possessor), cortesanos (C for plural)	<b>1992 Karttunen original:</b> necessarily possessed form; lord, lordship / mi señor, cortesanos
1992-karttunen:003990	general	-tēmachtiāyān	temachtiayan	necessarily possessed form; place where one gives instruction / lugar donde enseño	necessarily possessed form; place where one gives instruction / lugar donde enseño	necessarily possessed form: place where one gives instruction / lugar donde enseño	<b>1992 Karttunen original:</b> -TĒMACHTIĀYĀN necessarily possessed form place where one gives instruction / lugar donde enseño (C)	<b>1992 Karttunen original:</b> necessarily possessed form; place where one gives instruction / lugar donde enseño
1992-karttunen:004040	general	tenām(i)-tl	tenamitl	possessed form; wall / cerca o muro de ciudad	possessed form; wall / cerca o muro de ciudad	possessed form: wall / cerca o muro de ciudad	<b>1992 Karttunen original:</b> TENĀM(I)-TL possessed fom: -TENĀN wall / cerca o muro de ciudad (M)	<b>1992 Karttunen original:</b> possessed form; wall / cerca o muro de ciudad
1992-karttunen:004086	general	-tēntzaccā	tentzacca	only attested in possessed form; cover or stopper for something / tapón, tapadera	only attested in possessed form; cover or stopper for something / tapón, tapadera	only attested in possessed form: cover or stopper for something / tapón, tapadera	<b>1992 Karttunen original:</b> -TĒNTZACCĀ only attested in possessed form cover or stopper for something / tapón, tapadera (Z)	<b>1992 Karttunen original:</b> only attested in possessed form; cover or stopper for something / tapón, tapadera
1992-karttunen:004138	general	-tepahyō	tepayo	necessarily possessed form; it serves one right (expression of satisfaction in just punishment) / cuando uno se huelga del mal de otro, o muestra que tiene un merecido, tanto mejor, bien hecho	necessarily possessed form; it serves one right (expression of satisfaction in just punishment) / cuando uno se huelga del mal de otro, o muestra que tiene un merecido, tanto mejor, bien hecho	necessarily possessed form: it serves one right (expression of satisfaction in just punishment) / cuando uno se huelga del mal de otro, o muestra que tiene un merecido, tanto mejor, bien hecho	<b>1992 Karttunen original:</b> -TEPAHYŌ necessarily possessed form it serves one right (expression of satisfaction in just punishment) / cuando uno se huelga del mal de otro, o muestra que tiene un merecido (C), tanto mejor, bien hecho (S)	<b>1992 Karttunen original:</b> necessarily possessed form; it serves one right (expression of satisfaction in just punishment) / cuando uno se huelga del mal de otro, o muestra que tiene un merecido, tanto mejor, bien hecho
1992-karttunen:004168	general	tepē-tl	tepetl	possessed form; hill, mountain, precipice / sierra, el monte, y cerro	possessed form; hill, mountain, precipice / sierra, el monte, y cerro	possessed form: hill, mountain, precipice / sierra, el monte, y cerro	<b>1992 Karttunen original:</b> TEPĒ-TL pl: -MEH; possessed form: -TEPĒUH hill, mountain, precipice / sierra (M), el monte, y cerro (C)	<b>1992 Karttunen original:</b> possessed form; hill, mountain, precipice / sierra, el monte, y cerro
1992-karttunen:004229	general	tequi-tl	tequitl	possessed form; tribute, labor, duty quota, term (of office) / tributo o obra de trabajo, trabajo, obra, ocupación	possessed form; tribute, labor, duty quota, term (of office) / tributo o obra de trabajo, trabajo, obra, ocupación	possessed form: tribute, labor, duty quota, term (of office) / tributo o obra de trabajo, trabajo, obra, ocupación	<b>1992 Karttunen original:</b> TEQUI-TL possessed form: -TEQUIUH tribute, labor, duty quota, term (of office) / tributo o obra de trabajo (M), trabajo, obra, ocupación (T)	<b>1992 Karttunen original:</b> possessed form; tribute, labor, duty quota, term (of office) / tributo o obra de trabajo, trabajo, obra, ocupación
1992-karttunen:004250	general	-tetetzol	tetetzol	only attested in possessed form; one's heel / su talón	only attested in possessed form; one's heel / su talón	only attested in possessed form: one's heel / su talón	<b>1992 Karttunen original:</b> -TETETZOL only attested in possessed form one's heel / su talón (T)	<b>1992 Karttunen original:</b> only attested in possessed form; one's heel / su talón
1992-karttunen:004257	general	te-tl	tetl	possessed form; stone / piedra generalmente	possessed form; stone / piedra generalmente	possessed form: stone / piedra generalmente	<b>1992 Karttunen original:</b> TE-TL possessed form: -TEUH stone / piedra generalmente (M)	<b>1992 Karttunen original:</b> possessed form; stone / piedra generalmente
1992-karttunen:004315	general	tēuc-tli	tecuhtli	possessed form; lord, member of the high nobility / caballero o principal, republicano	possessed form; lord, member of the high nobility / caballero o principal, republicano	possessed form: lord, member of the high nobility / caballero o principal, republicano	<b>1992 Karttunen original:</b> TĒUC-TLI pl: TĒTĒUCTIN; possessed form: -TĒCUIYŌ lord, member of the high nobility / caballero o principal (M), republicano (C)	<b>1992 Karttunen original:</b> possessed form; lord, member of the high nobility / caballero o principal, republicano
1992-karttunen:004342	general	-tēxxōma	texxoma	only attested in possessed form; one's muzzle, snout / su hocico	only attested in possessed form; one's muzzle, snout / su hocico	only attested in possessed form: one's muzzle, snout / su hocico	<b>1992 Karttunen original:</b> -TĒXXŌMA only attested in possessed form one's muzzle, snout / su hocico (T)	<b>1992 Karttunen original:</b> only attested in possessed form; one's muzzle, snout / su hocico
1992-karttunen:004348	general	-tēyōlcuītiāyān	teyolcuitiayan	necessarily possessed form; one's confessional / lugar donde yo confieso, mi confesionario	necessarily possessed form; one's confessional / lugar donde yo confieso, mi confesionario	necessarily possessed form: one's confessional / lugar donde yo confieso, mi confesionario	<b>1992 Karttunen original:</b> -TĒYŌLCUĪTIĀYĀN necessarily possessed form one's confessional / lugar donde yo confieso, mi confesionario (C)	<b>1992 Karttunen original:</b> necessarily possessed form; one's confessional / lugar donde yo confieso, mi confesionario
1992-karttunen:004427	general	-tlācaicnīuh	tlacaicniuh	only attested in possessed form; one’s neighbor / su vecino	only attested in possessed form; one’s neighbor / su vecino	only attested in possessed form: one’s neighbor / su vecino	<b>1992 Karttunen original:</b> -TLĀCAICNĪUH only attested in possessed form one’s neighbor / su vecino (T)	<b>1992 Karttunen original:</b> only attested in possessed form; one’s neighbor / su vecino
1992-karttunen:004448	general	tlāca-tl	tlacatl	possessed form; person / hombre, persona, o señor	possessed form; person / hombre, persona, o señor	possessed form: person / hombre, persona, o señor	<b>1992 Karttunen original:</b> TLĀCA-TL pl: TLĀCAH, possessed form: -TLĀCAUH person / hombre, persona, o señor (M)	<b>1992 Karttunen original:</b> possessed form; person / hombre, persona, o señor
1992-karttunen:004454	general	tlācaxināch-tli	tlacaxinachtli	inalienably possessed form; semen, human seed / simiente de varón o de mujer, el semen genital	inalienably possessed form; semen, human seed / simiente de varón o de mujer, el semen genital	inalienably possessed form: semen, human seed / simiente de varón o de mujer, el semen genital	<b>1992 Karttunen original:</b> TLĀCAXINĀCH-TLI inalienably possessed form: -TLĀCAXINĀCHYŌ semen, human seed / simiente de varón o de mujer (M), el semen genital (C)	<b>1992 Karttunen original:</b> inalienably possessed form; semen, human seed / simiente de varón o de mujer, el semen genital
1992-karttunen:004490	general	-tlachiyaya	tlachiyaya	necessarily possessed form; one’s vision / mi vista, potencia visiva	necessarily possessed form; one’s vision / mi vista, potencia visiva	necessarily possessed form: one’s vision / mi vista, potencia visiva	<b>1992 Karttunen original:</b> -TLACHIYAYA necessarily possessed form one’s vision / mi vista, potencia visiva (C for first.pers.sg.possessor)	<b>1992 Karttunen original:</b> necessarily possessed form; one’s vision / mi vista, potencia visiva
1992-karttunen:004525	general	-tlacuahcuāyān	tlacuacuayan	necessarily possessed form; grazing place / lugar donde se apacientan	necessarily possessed form; grazing place / lugar donde se apacientan	necessarily possessed form: grazing place / lugar donde se apacientan	<b>1992 Karttunen original:</b> -TLACUAHCUĀYĀN necessarily possessed form grazing place / lugar donde se apacientan (C)	<b>1992 Karttunen original:</b> necessarily possessed form; grazing place / lugar donde se apacientan
1992-karttunen:004554	general	-tlacuāyān	tlacuayan	necessarily possessed form; one’s place or time for eating / lugar o tiempo donde o cuando como	necessarily possessed form; one’s place or time for eating / lugar o tiempo donde o cuando como	necessarily possessed form: one’s place or time for eating / lugar o tiempo donde o cuando como	<b>1992 Karttunen original:</b> -TLACUĀYĀN necessarily possessed form one’s place or time for eating / lugar o tiempo donde o cuando como (C for first pers.sg.possessor)	<b>1992 Karttunen original:</b> necessarily possessed form; one’s place or time for eating / lugar o tiempo donde o cuando como
1992-karttunen:004588	general	-tlahcoilpica	tlacoilpica	necessarily possessed form; broad belt, sash / su cinturón	necessarily possessed form; broad belt, sash / su cinturón	necessarily possessed form: broad belt, sash / su cinturón	<b>1992 Karttunen original:</b> -TLAHCOILPICA necessarily possessed form broad belt, sash / su cinturón (Z)	<b>1992 Karttunen original:</b> necessarily possessed form; broad belt, sash / su cinturón
1992-karttunen:004592	general	-tlahcoteyō	tlacoteyo	necessarily possessed form; one’s waist / su cintura	necessarily possessed form; one’s waist / su cintura	necessarily possessed form: one’s waist / su cintura	<b>1992 Karttunen original:</b> -TLAHCOTEYŌ necessarily possessed form one’s waist / su cintura (T)	<b>1992 Karttunen original:</b> necessarily possessed form; one’s waist / su cintura
1992-karttunen:004668	general	tlahtohcātequi-tl	tlatocatequitl	possessed form; the task of governing / oficio de gobernar	possessed form; the task of governing / oficio de gobernar	possessed form: the task of governing / oficio de gobernar	<b>1992 Karttunen original:</b> TLAHTOHCĀTEQUI-TL possessed form: -TEQUIUH the task of governing / oficio de gobernar (C)	<b>1992 Karttunen original:</b> possessed form; the task of governing / oficio de gobernar
1992-karttunen:004672	general	tlahtohqui	tlatoqui	possessed form; ruler / señores, caciques, o principales	possessed form; ruler / señores, caciques, o principales	possessed form: ruler / señores, caciques, o principales	<b>1992 Karttunen original:</b> TLAHTOHQUI possessed form: -TLAHTOHCĀUH ruler/ señores, caciques, o principales (M for plural)	<b>1992 Karttunen original:</b> possessed form; ruler / señores, caciques, o principales
